#------------------------------------------------------------------------
# INDX  NAME    LAMBDA   ACTION   LINE     A_i  V_g/i sig_g/i   MODE
#                  ang  i/f/m/s    l/d  1/rel2   km/s    km/s  f/h/t
#------------------------------------------------------------------------
  12  H15     3698.2104       i      l   1.000      0      10    t44
  13  H14     3704.9133       i      l   1.000      0      10    t44
